"车牌号","出租车公司","车型","设备编号","运营开始时间","运营结束时间","方向","GPS经度","GPS纬度","速度","GPS时间","运营状态"
"鲁HT**33","汇通","悦动","64625128746","2016-11-10 00:00:00.0","2016-11-10 00:00:00.0","89","116.614461","35.418733","0.0","2022-06-01 00:14:57.0","空车"
"鲁HT**15","汇通","新捷达","64625128970","2003-07-04 00:00:00.0","2021-01-03 00:00:00.0","188","116.575776","35.361496","44.3","2022-06-01 00:14:57.0","载客"
"鲁HT**31","北城","新捷达","64625128625","2016-07-13 00:00:00.0","1900-01-01 00:00:00.0","268","116.614448","35.408976","0.0","2022-06-01 00:14:57.0","空车"
"HDA**18","联运","吉利帝豪","64625128460","2016-06-03 00:00:00.0","2022-06-02 00:00:00.0","221","116.513835","35.429513","0.0","2022-06-01 00:14:58.0","载客"
"鲁HT**21","联运","新悦动","64625129087","2002-11-07 00:00:00.0","2018-11-06 00:00:00.0","156","116.577996","35.398778","0.0","2022-06-01 00:14:58.0","空车"
"鲁HT**33","交运","新捷达","64625128442","2016-08-24 00:00:00.0","1900-01-01 00:00:00.0","89","116.567283","35.386936","39.1","2022-06-01 00:14:58.0","空车"
"鲁HT**02","新交运","新捷达","64625129023","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","323","116.57736","35.418605","0.0","2022-06-01 00:14:58.0","空车"
"鲁HT**00","交运","新捷达","64625128366","2004-05-31 00:00:00.0","2020-11-30 00:00:00.0","53","116.586966","35.39112","37.3","2022-06-01 00:14:58.0","空车"
"鲁HT**05","华通","悦动","64625128037","2004-03-02 00:00:00.0","2020-09-01 00:00:00.0","71","116.619893","35.428203","0.0","2022-06-01 00:14:58.0","空车"
"鲁HT**19","华通","伊兰特","64625128104","2016-06-21 00:00:00.0","2022-06-20 00:00:00.0","157","116.533821","35.49608","0.0","2022-06-01 00:14:58.0","空车"
"鲁HT**62","众鑫","新捷达","64625129002","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","180","116.559643","35.43917","42.3","2022-06-01 00:14:58.0","载客"
"HDT**72","众鑫","比亚迪秦","64625128064","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","308","116.561211","35.416273","0.0","2022-06-01 00:14:58.0","空车"
"鲁HT**21","北城","新桑塔纳","64625128657","2003-12-01 00:00:00.0","2020-12-01 00:00:00.0","95","116.618006","35.441108","0.0","2022-06-01 00:14:59.0","空车"
"鲁HT**09","联运","新捷达","64625128159","2016-06-13 00:00:00.0","2022-06-12 00:00:00.0","73","116.569016","35.435371","0.0","2022-06-01 00:14:59.0","空车"
"鲁HT**70","交运","新捷达","64625127824","2016-05-22 00:00:00.0","2022-05-12 00:00:00.0","85","116.655125","35.389631","0.0","2022-06-01 00:14:59.0","空车"
"鲁HT**06","汇通","新捷达","64625127995","2016-08-23 00:00:00.0","1900-01-01 00:00:00.0","7","116.579396","35.383118","35.7","2022-06-01 00:14:59.0","空车"
"鲁HT**55","富达","新捷达","64625128046","2016-11-15 00:00:00.0","2016-11-15 00:00:00.0","298","116.577106","35.382396","0.0","2022-06-01 00:14:59.0","空车"
"鲁HT**80","联运","伊兰特","64625128467","2016-07-22 00:00:00.0","1900-01-01 00:00:00.0","200","116.66005","35.407928","58.8","2022-06-01 00:14:59.0","载客"
"鲁HT**66","华通","新捷达","00085216165","2004-12-01 00:00:00.0","2021-01-01 00:00:00.0","276","116.573081","35.404398","0.0","2022-06-01 00:14:59.0","空车"
"鲁HT**59","富达","新捷达","64625127904","2003-11-05 00:00:00.0","2020-11-04 00:00:00.0","1","116.567905","35.395831","35.3","2022-06-01 00:14:59.0","空车"
"鲁HT**18","交运","新捷达","64625127785","2016-10-20 00:00:00.0","2016-10-20 00:00:00.0","108","116.780353","35.53797","0.0","2022-06-01 00:14:59.0","空车"
"鲁HT**57","新交运","新桑塔纳","64625129019","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","23","116.60473","35.41436","6.0","2022-06-01 00:15:00.0","空车"
"鲁HT**82","华通","新捷达","64625128040","2004-01-19 00:00:00.0","2020-07-18 00:00:00.0","162","116.571208","35.402678","0.0","2022-06-01 00:15:00.0","空车"
"HDH**68","北城","新悦动","64625131001","2015-10-12 00:00:00.0","2021-10-11 00:00:00.0","154","116.576013","35.404511","0.0","2022-06-01 00:15:00.0","空车"
"鲁HT**09","华中","伊兰特","64625129230","2016-07-27 00:00:00.0","1900-01-01 00:00:00.0","107","116.678255","35.344485","0.0","2022-06-01 00:15:00.0","空车"
"鲁HT**85","北城","悦动","64625129138","2016-10-14 00:00:00.0","1900-01-01 00:00:00.0","342","116.682796","35.408935","0.0","2022-06-01 00:15:00.0","空车"
"鲁HT**49","联运","悦动","64625128162","2004-01-12 00:00:00.0","2020-08-11 00:00:00.0","93","116.559558","35.405701","0.0","2022-06-01 00:15:00.0","空车"
"HD7**15","北城","吉利帝豪","64625129120","2001-01-13 00:00:00.0","2019-01-12 00:00:00.0","327","116.594273","35.393076","0.0","2022-06-01 00:15:00.0","空车"
"鲁HT**47","华中","新捷达","64625129192","2016-06-21 00:00:00.0","2022-06-20 00:00:00.0","178","116.609193","35.44286","0.0","2022-06-01 00:15:01.0","空车"
"鲁HT**38","汇通","悦动","64626198306","2016-09-07 00:00:00.0","1900-01-01 00:00:00.0","234","116.542301","35.409128","0.0","2022-06-01 00:15:01.0","空车"
"鲁HT**66","交运","新捷达","64625127825","2004-10-06 00:00:00.0","2020-10-06 00:00:00.0","54","116.605795","35.419673","0.0","2022-06-01 00:15:01.0","空车"
"鲁HT**32","华通","新桑塔纳","64625128358","2004-05-01 00:00:00.0","2020-11-01 00:00:00.0","83","116.606173","35.408106","44.6","2022-06-01 00:15:01.0","载客"
"鲁HT**65","北城","新捷达","64625128782","2004-04-05 00:00:00.0","2020-10-04 00:00:00.0","55","116.598558","35.382901","0.0","2022-06-01 00:15:01.0","载客"
"HDY**06","北城","吉利帝豪","64625129205","2016-06-07 00:00:00.0","2022-06-06 00:00:00.0","98","116.660646","35.410421","0.0","2022-06-01 00:15:01.0","载客"
"鲁HT**68","汇通","新桑塔纳","64625128709","2004-09-03 00:00:00.0","2021-09-02 00:00:00.0","267","116.597341","35.407871","0.0","2022-06-01 00:15:01.0","空车"
"鲁HT**83","联运","老捷达","64625128551","2004-08-27 00:00:00.0","2021-08-26 00:00:00.0","227","116.593736","35.429105","3.0","2022-06-01 00:15:01.0","空车"
"鲁HT**62","交运","老捷达","64625127832","2003-11-01 00:00:00.0","2020-11-01 00:00:00.0","31","116.608606","35.402195","0.0","2022-06-01 00:15:01.0","空车"
"鲁HT**86","交运","新捷达","64625128355","2016-03-22 00:00:00.0","2022-03-21 00:00:00.0","104","116.564075","35.408946","0.2","2022-06-01 00:15:02.0","载客"
"鲁HT**36","富达","新捷达","64625128491","2004-05-09 00:00:00.0","2021-11-30 00:00:00.0","49","116.613435","35.420058","0.0","2022-06-01 00:15:02.0","空车"
"鲁HT**16","新交运","奇瑞","64625128353","2015-12-28 00:00:00.0","2021-12-27 00:00:00.0","104","116.464421","35.491496","0.0","2022-06-01 00:15:02.0","空车"
"鲁HT**79","交运","老捷达","64625127886","2003-12-01 00:00:00.0","2020-06-01 00:00:00.0","63","116.56384","35.376858","0.0","2022-06-01 00:15:02.0","空车"
"鲁HT**77","北城","新捷达","64625129174","2001-01-07 00:00:00.0","2019-01-06 00:00:00.0","1","116.568296","35.390648","25.5","2022-06-01 00:15:02.0","空车"
"鲁HT**38","北城","悦动","64625128628","2004-03-03 00:00:00.0","2020-09-02 00:00:00.0","182","116.623125","35.412573","0.0","2022-06-01 00:15:02.0","空车"
"鲁HT**09","联运","新捷达","64625128914","2003-09-01 00:00:00.0","2020-09-01 00:00:00.0","359","116.570795","35.394285","23.0","2022-06-01 00:15:02.0","空车"
"鲁HT**29","华通","新捷达","64625128565","2004-05-13 00:00:00.0","2020-11-12 00:00:00.0","48","116.596515","35.399161","24.4","2022-06-01 00:15:02.0","载客"
"鲁HT**33","交运","新桑塔纳","64625127956","2017-04-27 00:00:00.0","1900-01-01 00:00:00.0","98","116.558566","35.441628","0.0","2022-06-01 00:15:02.0","空车"
"鲁HT**87","联运","老捷达","64625128166","2004-01-01 00:00:00.0","2020-07-01 00:00:00.0","219","116.597128","35.387933","0.0","2022-06-01 00:15:02.0","空车"
"鲁HT**70","北城","新捷达","64625128826","2004-05-01 00:00:00.0","2020-11-01 00:00:00.0","125","116.548943","35.420125","0.0","2022-06-01 00:15:03.0","空车"
"鲁HT**29","交运","伊兰特","64625127846","2016-06-13 00:00:00.0","2022-06-12 00:00:00.0","155","116.554915","35.385813","0.0","2022-06-01 00:15:03.0","空车"
"HDN**79","众鑫","比亚迪秦","64625128076","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","218","116.6811","35.401061","0.0","2022-06-01 00:15:03.0","载客"
"鲁HT**23","联运","新捷达","64625128265","2004-05-09 00:00:00.0","2020-11-08 00:00:00.0","354","116.567651","35.352313","0.0","2022-06-01 00:15:03.0","载客"
"鲁HT**66","联运","伊兰特","64625128642","2016-06-20 00:00:00.0","2022-06-19 00:00:00.0","14","116.550105","35.42236","0.0","2022-06-01 00:15:03.0","空车"
"鲁HT**18","北城","悦动","64625128771","2004-01-01 00:00:00.0","2021-01-01 00:00:00.0","181","116.565225","35.395905","0.0","2022-06-01 00:15:03.0","空车"
"鲁HT**95","众鑫","新捷达","64625128605","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","24","116.605531","35.468486","0.0","2022-06-01 00:15:03.0","空车"
"鲁HT**77","汇通","铃木启悦","00056961606","2001-01-01 00:00:00.0","2019-11-01 00:00:00.0","343","116.575378","35.407346","44.6","2022-06-01 00:15:03.0","空车"
"HD3**70","联运","吉利帝豪","64625128180","2003-04-30 00:00:00.0","2020-04-29 00:00:00.0","29","116.539185","35.415948","0.0","2022-06-01 00:15:03.0","空车"
"鲁HT**71","联运","新捷达","64625128241","2016-03-25 00:00:00.0","2022-03-24 00:00:00.0","89","116.61272","35.435223","67.9","2022-06-01 00:15:04.0","空车"
"鲁HT**75","北城","新捷达","64625128939","2004-04-29 00:00:00.0","2020-10-28 00:00:00.0","263","116.618306","35.41604","0.0","2022-06-01 00:15:04.0","载客"
"鲁HT**66","汇通","新捷达","64625128676","2004-05-24 00:00:00.0","2020-11-23 00:00:00.0","278","116.601718","35.470293","0.0","2022-06-01 00:15:04.0","空车"
"鲁HT**17","新交运","新桑塔纳","64625128219","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","301","116.608785","35.414131","0.0","2022-06-01 00:15:04.0","空车"
"鲁HT**87","华通","悦动","64625128327","2004-03-01 00:00:00.0","2020-09-29 00:00:00.0","359","116.57057","35.397631","21.8","2022-06-01 00:15:04.0","空车"
"鲁HT**66","北城","伊兰特","64625129116","2016-07-22 00:00:00.0","1900-01-01 00:00:00.0","342","116.580943","35.428633","0.0","2022-06-01 00:15:04.0","空车"
"HDN**99","众鑫","东风风神","64625128151","2016-11-15 00:00:00.0","2016-11-15 00:00:00.0","69","116.559186","35.416376","0.0","2022-06-01 00:15:04.0","载客"
"鲁HT**33","富达","新捷达","64625127936","2003-09-23 00:00:00.0","2020-09-22 00:00:00.0","229","116.486373","35.389608","0.0","2022-06-01 00:15:04.0","空车"
"鲁HT**06","华通","新捷达","64625128612","2005-06-01 00:00:00.0","2021-12-01 00:00:00.0","178","116.581","35.42584","25.7","2022-06-01 00:15:05.0","空车"
"HDD**68","富达","吉利帝豪","64625127912","2016-08-08 00:00:00.0","2016-11-05 00:00:00.0","89","116.603295","35.420781","48.3","2022-06-01 00:15:05.0","载客"
"鲁HT**00","新交运","奇瑞","64625128507","2015-12-28 00:00:00.0","2021-12-27 00:00:00.0","336","116.569168","35.381535","0.0","2022-06-01 00:15:05.0","空车"
"鲁HT**63","联运","新捷达","64606915724","2004-04-01 00:00:00.0","2020-10-01 00:00:00.0","127","116.565791","35.386096","0.0","2022-06-01 00:15:05.0","空车"
"鲁HT**63","交运","新捷达","64625129054","2004-01-15 00:00:00.0","2020-07-14 00:00:00.0","26","116.510921","35.44059","0.0","2022-06-01 00:15:05.0","空车"
"鲁HT**81","华通","新捷达","64625128825","2004-05-25 00:00:00.0","2020-11-24 00:00:00.0","333","116.545598","35.423023","0.0","2022-06-01 00:15:05.0","空车"
"鲁HT**82","新交运","新捷达","64625128038","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","267","116.619211","35.421046","23.8","2022-06-01 00:15:05.0","空车"
"鲁HT**39","华通","伊兰特","64625128517","2016-04-05 00:00:00.0","2022-04-04 00:00:00.0","209","116.60207","35.375965","0.0","2022-06-01 00:15:05.0","空车"
"鲁HT**87","汇通","伊兰特","64625128354","2004-06-01 00:00:00.0","2020-12-01 00:00:00.0","168","116.614556","35.34787","50.3","2022-06-01 00:15:05.0","空车"
"鲁HT**21","联运","新捷达","64625128474","2002-12-01 00:00:00.0","2019-07-01 00:00:00.0","160","116.594686","35.3936","0.0","2022-06-01 00:15:06.0","空车"
"鲁HT**59","交运","老捷达","64625127803","2004-01-05 00:00:00.0","2020-07-04 00:00:00.0","34","116.585356","35.405003","0.0","2022-06-01 00:15:06.0","空车"
"HDL**72","联运","比亚迪","64625128147","2003-05-26 00:00:00.0","2020-11-25 00:00:00.0","165","116.587495","35.392301","0.0","2022-06-01 00:15:06.0","空车"
"鲁HT**22","华通","悦动","64625128502","2004-02-01 00:00:00.0","2020-08-16 00:00:00.0","260","116.609066","35.415036","42.0","2022-06-01 00:15:06.0","空车"
"鲁HT**61","北城","新桑塔纳","64625128627","2004-03-03 00:00:00.0","2020-09-02 00:00:00.0","103","116.563105","35.281898","0.0","2022-06-01 00:15:06.0","空车"
"鲁HT**69","华通","新桑塔纳","64625128443","2016-11-06 00:00:00.0","2016-11-06 00:00:00.0","264","116.564673","35.420646","0.0","2022-06-01 00:15:06.0","空车"
"鲁HT**99","联运","悦动","64625128449","2003-05-26 00:00:00.0","2019-11-25 00:00:00.0","139","116.610858","35.41527","0.0","2022-06-01 00:15:06.0","空车"
"鲁HT**38","富达","新捷达","64625129325","2016-11-23 00:00:00.0","2016-11-23 00:00:00.0","75","116.582793","35.367631","0.0","2022-06-01 00:15:06.0","空车"
"HDB**71","新交运","比亚迪秦","64625128220","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","65","116.560826","35.386855","0.0","2022-06-01 00:15:06.0","载客"
"HDS**16","新交运","比亚迪秦","64625128964","2016-11-23 00:00:00.0","2016-11-23 00:00:00.0","169","116.582633","35.437655","0.0","2022-06-01 00:15:07.0","空车"
"鲁HT**39","新交运","新桑塔纳","64625128891","2016-11-23 00:00:00.0","2016-11-23 00:00:00.0","136","116.565265","35.416268","0.0","2022-06-01 00:15:07.0","空车"
"鲁HT**67","联运","新捷达","64625129085","2004-05-21 00:00:00.0","2021-05-20 00:00:00.0","134","116.546266","35.441528","0.0","2022-06-01 00:15:07.0","空车"
"鲁HT**71","华通","新捷达","64625128596","2004-01-05 00:00:00.0","2021-01-04 00:00:00.0","106","116.568283","35.415386","0.0","2022-06-01 00:15:07.0","空车"
"鲁HT**35","交运","新悦动","64625129329","2003-03-28 00:00:00.0","2019-09-27 00:00:00.0","50","116.566258","35.398833","0.0","2022-06-01 00:15:07.0","空车"
"鲁HT**38","联运","新捷达","64625128466","2004-04-01 00:00:00.0","2021-10-01 00:00:00.0","189","116.562303","35.439096","0.0","2022-06-01 00:15:07.0","空车"
"鲁HT**83","联运","伊兰特","64625128210","2016-04-05 00:00:00.0","2022-04-04 00:00:00.0","82","116.597796","35.37594","0.0","2022-06-01 00:15:07.0","空车"
"鲁HT**58","交运","新捷达","64625128908","2004-04-15 00:00:00.0","2020-10-14 00:00:00.0","83","116.553568","35.419123","0.0","2022-06-01 00:15:07.0","空车"
"鲁HT**11","交运","新桑塔纳","64625127835","2003-10-01 00:00:00.0","2020-10-01 00:00:00.0","51","116.581201","35.422575","0.0","2022-06-01 00:15:07.0","空车"
"鲁HT**35","交运","新捷达","64625128138","2004-01-01 00:00:00.0","2021-01-01 00:00:00.0","325","116.563033","35.384033","0.0","2022-06-01 00:15:08.0","空车"
"鲁HT**56","交运","悦动","64625128204","2004-05-08 00:00:00.0","2020-11-07 00:00:00.0","63","116.591595","35.421333","0.0","2022-06-01 00:15:08.0","空车"
"鲁HT**98","交运","伊兰特","64625128915","2003-07-03 00:00:00.0","2020-07-02 00:00:00.0","19","116.650268","35.432541","0.0","2022-06-01 00:15:08.0","空车"
"鲁HT**67","富达","新捷达","64625127874","2004-06-28 00:00:00.0","2021-12-27 00:00:00.0","131","116.60739","35.523613","0.0","2022-06-01 00:15:08.0","空车"
"鲁HT**28","联运","新捷达","64625128179","2004-05-01 00:00:00.0","2020-11-16 00:00:00.0","149","116.545275","35.398131","57.4","2022-06-01 00:15:08.0","载客"
"鲁HT**98","交运","新捷达","00076573448","2003-12-11 00:00:00.0","2020-06-10 00:00:00.0","188","116.58687","35.392965","6.3","2022-06-01 00:15:08.0","空车"
"鲁HT**36","北城","新捷达","64625129227","2004-04-22 00:00:00.0","2020-10-21 00:00:00.0","231","116.59377","35.394686","33.2","2022-06-01 00:15:08.0","载客"
"鲁HT**89","北城","新捷达","64625128722","2003-10-20 00:00:00.0","2020-10-19 00:00:00.0","178","116.59058","35.42467","38.2","2022-06-01 00:15:08.0","空车"
"鲁HT**37","华通","新捷达","64625128286","2016-06-17 00:00:00.0","2022-06-16 00:00:00.0","107","116.567808","35.38246","0.0","2022-06-01 00:15:09.0","空车"
"鲁HT**26","北城","伊兰特","64625129075","2004-02-27 00:00:00.0","2020-08-26 00:00:00.0","242","116.55778","35.441593","0.0","2022-06-01 00:15:09.0","空车"
"鲁HT**76","交运","新桑塔纳","64625128412","2016-03-21 00:00:00.0","2022-03-20 00:00:00.0","95","116.617106","35.40251","0.0","2022-06-01 00:15:09.0","空车"
"鲁HT**85","富达","伊兰特","64625128126","2016-06-23 00:00:00.0","2022-06-22 00:00:00.0","259","116.564118","35.38632","0.0","2022-06-01 00:15:09.0","空车"
"HDW**16","众鑫","东风风神","64625128773","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","2","116.597056","35.420596","10.3","2022-06-01 00:15:09.0","载客"
"鲁HT**06","华中","悦动","00029780613","2003-04-24 00:00:00.0","2019-10-23 00:00:00.0","143","116.590495","35.363985","0.0","2022-06-01 00:15:09.0","空车"
"鲁HT**68","交运","新捷达","00029780611","2004-03-01 00:00:00.0","2020-09-01 00:00:00.0","356","116.568623","35.387688","0.0","2022-06-01 00:15:09.0","空车"
"鲁HT**75","联运","新捷达","64625128985","2016-07-03 00:00:00.0","1900-01-01 00:00:00.0","201","116.59401","35.412183","0.0","2022-06-01 00:15:09.0","空车"
"鲁HT**27","联运","伊兰特","64625127941","2016-07-29 00:00:00.0","2016-11-04 00:00:00.0","105","116.575108","35.399983","0.0","2022-06-01 00:15:10.0","空车"
"鲁HT**99","联运","新捷达","64625127914","2004-07-05 00:00:00.0","2021-07-04 00:00:00.0","177","116.61844","35.3993","0.0","2022-06-01 00:15:10.0","空车"
"鲁HT**66","新交运","新捷达","64625129043","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","0","116.56","35.392728","44.2","2022-06-01 00:15:10.0","空车"
"鲁HT**99","交运","伊兰特","64625128088","2016-09-28 00:00:00.0","1900-01-01 00:00:00.0","90","116.560315","35.399095","0.0","2022-06-01 00:15:10.0","载客"
"鲁HT**17","华通","悦动","64625128106","2004-05-13 00:00:00.0","2020-11-12 00:00:00.0","177","116.62502","35.446186","0.0","2022-06-01 00:15:10.0","空车"
"鲁HT**76","富达","老捷达","00056990572","2004-01-02 00:00:00.0","2020-07-01 00:00:00.0","276","116.563848","35.445381","0.0","2022-06-01 00:15:10.0","载客"
"鲁HT**08","联运","新捷达","64625127925","2016-10-27 00:00:00.0","2016-10-31 00:00:00.0","346","116.559958","35.413235","0.0","2022-06-01 00:15:10.0","空车"
"HDJ**35","新交运","比亚迪秦","64625128861","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","82","116.61634","35.415915","32.7","2022-06-01 00:15:10.0","空车"
"HDA**07","富达","比亚迪秦","64625128112","2003-11-14 00:00:00.0","2020-05-13 00:00:00.0","354","116.626368","35.447896","45.3","2022-06-01 00:15:10.0","空车"
"鲁HT**76","新交运","新桑塔纳","64625128840","2016-11-19 00:00:00.0","2016-11-19 00:00:00.0","229","116.594073","35.393956","0.0","2022-06-01 00:15:11.0","空车"
"鲁HT**85","交运","新桑塔纳","64625127986","2016-03-29 00:00:00.0","2022-03-28 00:00:00.0","65","116.598551","35.437258","0.0","2022-06-01 00:15:11.0","空车"
"鲁HT**79","新交运","新捷达","64625129008","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","191","116.614905","35.386251","0.0","2022-06-01 00:15:11.0","空车"
"鲁HT**86","新交运","奇瑞","64625128359","2015-12-28 00:00:00.0","2021-12-27 00:00:00.0","74","116.597943","35.401463","0.0","2022-06-01 00:15:11.0","空车"
"鲁HT**63","北城","新捷达","00013957034","2004-04-30 00:00:00.0","2020-10-29 00:00:00.0","301","116.59883","35.383301","0.0","2022-06-01 00:15:11.0","空车"
"鲁HT**11","汇通","伊兰特","64625128658","2016-06-21 00:00:00.0","2022-06-20 00:00:00.0","53","116.61046","35.39923","0.0","2022-06-01 00:15:11.0","空车"
"鲁HT**91","北城","伊兰特","64625127876","2016-05-13 00:00:00.0","2022-05-12 00:00:00.0","269","116.703306","35.458821","53.7","2022-06-01 00:15:11.0","空车"
"鲁HT**98","北城","伊兰特","64625128779","2016-06-03 00:00:00.0","2022-06-02 00:00:00.0","206","116.565165","35.395053","0.0","2022-06-01 00:15:11.0","空车"
"鲁HT**51","交运","伊兰特","64625127955","2016-10-27 00:00:00.0","2017-08-27 00:00:00.0","260","116.566166","35.406341","0.0","2022-06-01 00:15:11.0","空车"
"鲁HT**18","华通","悦动","64625129096","2004-03-02 00:00:00.0","2020-09-01 00:00:00.0","63","116.60249","35.427035","0.0","2022-06-01 00:15:12.0","空车"
"鲁HT**73","联运","伊兰特","64625128984","2004-05-01 00:00:00.0","2016-10-31 00:00:00.0","120","116.689216","35.43158","0.0","2022-06-01 00:15:12.0","空车"
"鲁HT**38","新交运","新桑塔纳","64625128962","2016-11-23 00:00:00.0","2016-11-23 00:00:00.0","160","116.599976","35.409308","0.0","2022-06-01 00:15:12.0","空车"
"鲁HT**16","新交运","奇瑞","64625128444","2015-12-28 00:00:00.0","2021-12-27 00:00:00.0","265","116.605446","35.443178","0.0","2022-06-01 00:15:12.0","空车"
"鲁HT**19","联运","新悦动","64644803002","2004-05-11 00:00:00.0","2020-11-10 00:00:00.0","142","116.570951","35.405425","1.3","2022-06-01 00:15:12.0","载客"
"鲁HT**56","华通","新捷达","64625128284","2016-08-17 00:00:00.0","1900-01-01 00:00:00.0","45","116.564418","35.382416","0.0","2022-06-01 00:15:12.0","空车"
"鲁HT**76","汇通","新捷达","64625128000","2016-08-03 00:00:00.0","1900-01-01 00:00:00.0","68","116.666373","35.439106","0.0","2022-06-01 00:15:12.0","载客"
"鲁HT**92","众鑫","新捷达","64625128959","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","147","116.696148","35.418605","0.0","2022-06-01 00:15:12.0","空车"
"鲁HT**38","交运","新捷达","00076573451","2016-10-23 00:00:00.0","2016-10-23 00:00:00.0","92","116.593686","35.420245","0.0","2022-06-01 00:15:12.0","空车"
"鲁HT**38","汇通","悦动","64625128382","2016-11-17 00:00:00.0","2016-11-17 00:00:00.0","133","116.580878","35.394495","0.0","2022-06-01 00:15:13.0","空车"
"鲁HT**33","华中","新捷达","64625129187","2016-07-12 00:00:00.0","1900-01-01 00:00:00.0","267","116.577081","35.413478","28.8","2022-06-01 00:15:13.0","空车"
"鲁HT**02","交运","新捷达","64625128057","2016-08-23 00:00:00.0","1900-01-01 00:00:00.0","127","116.613493","35.397556","0.0","2022-06-01 00:15:13.0","载客"
"鲁HT**96","汇通","新悦动","64625128724","2003-07-07 00:00:00.0","2020-01-30 00:00:00.0","333","116.596811","35.441381","24.8","2022-06-01 00:15:13.0","空车"
"鲁HT**70","交运","伊兰特","64625128225","2003-11-01 00:00:00.0","2020-05-01 00:00:00.0","33","116.604635","35.367968","0.0","2022-06-01 00:15:13.0","空车"
"鲁HT**29","新交运","新桑塔纳","64625128867","2016-11-19 00:00:00.0","2016-11-19 00:00:00.0","357","116.606981","35.416788","34.2","2022-06-01 00:15:13.0","载客"
"鲁HT**11","联运","新捷达","64625128267","2005-05-23 00:00:00.0","2021-11-22 00:00:00.0","312","116.599806","35.416821","0.0","2022-06-01 00:15:13.0","空车"
"鲁HT**19","交运","新捷达","64625127888","2016-10-23 00:00:00.0","2016-10-23 00:00:00.0","1","116.545341","35.406208","38.7","2022-06-01 00:15:13.0","载客"
"鲁HT**68","交运","新桑塔纳","64625128315","2016-03-21 00:00:00.0","2022-03-20 00:00:00.0","80","116.61576","35.415838","32.5","2022-06-01 00:15:13.0","载客"
"鲁HT**38","联运","伊兰特","64625128562","2016-07-26 00:00:00.0","1900-01-01 00:00:00.0","353","116.527836","35.259495","0.0","2022-06-01 00:15:13.0","空车"
"鲁HT**97","富达","伊兰特","64625129233","2016-10-19 00:00:00.0","1900-01-01 00:00:00.0","338","116.571158","35.377765","64.8","2022-06-01 00:15:13.0","空车"
"鲁HT**58","联运","新捷达","64625128435","2016-09-06 00:00:00.0","1900-01-01 00:00:00.0","74","116.610853","35.408095","0.0","2022-06-01 00:15:13.0","空车"
"鲁HT**88","联运","悦动","64625128762","2016-09-06 00:00:00.0","1900-01-01 00:00:00.0","191","116.597138","35.401175","0.0","2022-06-01 00:15:14.0","载客"
"鲁HT**85","联运","伊兰特","64625128523","2003-08-01 00:00:00.0","2020-08-03 00:00:00.0","279","116.568013","35.442071","31.8","2022-06-01 00:15:14.0","载客"
"鲁HT**02","华通","老捷达","64625128575","2004-04-05 00:00:00.0","2020-10-04 00:00:00.0","174","116.571631","35.421963","0.0","2022-06-01 00:15:14.0","空车"
"鲁HT**69","富达","新捷达","64625129340","2004-02-26 00:00:00.0","2020-08-25 00:00:00.0","260","116.596921","35.36432","0.0","2022-06-01 00:15:14.0","载客"
"鲁HT**82","新交运","新捷达","64625128775","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","269","116.57019","35.411113","0.0","2022-06-01 00:15:14.0","空车"
"鲁HT**16","北城","伊兰特","64625128631","2015-11-05 00:00:00.0","2021-11-04 00:00:00.0","99","116.602825","35.398458","47.4","2022-06-01 00:15:14.0","空车"
"鲁HT**19","汇通","新捷达","64625128302","2016-08-11 00:00:00.0","2016-11-06 00:00:00.0","322","116.447816","35.397361","0.0","2022-06-01 00:15:14.0","空车"
"鲁HT**61","联运","悦动","64625129307","2016-07-11 00:00:00.0","1900-01-01 00:00:00.0","305","116.614415","35.40874","0.0","2022-06-01 00:15:15.0","空车"
"鲁HT**26","华通","伊兰特","64625128091","2016-09-23 00:00:00.0","1900-01-01 00:00:00.0","181","116.568218","35.40007","26.3","2022-06-01 00:15:15.0","空车"
"鲁HT**88","汇通","新捷达","64625128393","2004-02-23 00:00:00.0","2020-08-22 00:00:00.0","187","116.579688","35.385951","42.2","2022-06-01 00:15:15.0","载客"
"鲁HT**59","联运","悦动","00005143955","2004-04-13 00:00:00.0","2021-04-12 00:00:00.0","86","116.594076","35.394545","0.0","2022-06-01 00:15:15.0","空车"
"鲁HT**38","交运","新捷达","64625127978","2003-05-28 00:00:00.0","2020-11-27 00:00:00.0","30","116.69509","35.355911","0.0","2022-06-01 00:15:15.0","空车"
